CrimeDateTime,ASSAULT,BATTERY,WEAPONS VIOLATION,THEFT,CRIMINAL TRESPASS,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,DECEPTIVE PRACTICE,ROBBERY,PUBLIC PEACE VIOLATION,CRIMINAL SEXUAL ASSAULT,NARCOTICS,OTHER OFFENSE,BURGLARY,OFFENSE INVOLVING CHILDREN,SEX OFFENSE,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,CONCEALED CARRY LICENSE VIOLATION,PROSTITUTION,HUMAN TRAFFICKING,OBSCENITY,STALKING,ARSON,LIQUOR LAW VIOLATION,KIDNAPPING,INTIMIDATION,PUBLIC INDECENCY,NON-CRIMINAL,GAMBLING,OTHER NARCOTIC VIOLATION
2022-03-15,60,94,18,149,16,28,54,44,17,1,4,14,45,19,7,5,1,0,2.0,0.0,1.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,61,118,31,147,18,23,72,47,20,1,3,9,33,20,9,3,1,2,0.0,0.0,0.0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,60,109,13,154,13,24,68,46,11,2,4,18,51,17,3,7,2,1,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,46,103,13,135,13,46,63,50,13,2,3,13,40,22,6,4,3,1,1.0,0.0,0.0,0,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,50,113,20,146,6,37,85,32,15,0,4,13,36,19,3,0,1,0,0.0,0.0,0.0,1,0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2022-03-20,67,148,39,132,11,34,84,28,23,1,6,14,32,17,6,9,1,1,2.0,0.0,0.0,0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-03-21,58,133,23,128,11,31,68,41,16,2,5,15,55,18,8,3,3,0,1.0,0.0,0.0,0,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-03-22,69,110,27,140,18,43,48,39,24,3,5,20,52,22,7,5,1,1,0.0,0.0,0.0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23,67,89,18,137,15,40,55,44,13,2,5,15,49,16,3,4,1,1,0.0,0.0,0.0,0,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-24,54,117,17,151,7,37,67,44,18,0,1,11,46,23,6,2,1,0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,61,100,26,151,14,39,66,40,15,4,2,22,47,13,6,3,3,0,1.0,0.0,0.0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-26,48,129,25,111,8,33,85,29,17,2,6,12,54,15,2,5,0,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-27,45,123,36,91,10,27,61,23,17,1,4,10,39,25,1,3,2,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-28,38,84,25,147,12,38,75,51,26,5,6,11,46,20,5,5,0,0,2.0,0.0,0.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-03-29,63,92,19,125,11,29,48,50,24,3,0,14,44,20,6,2,0,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-30,51,98,17,129,10,33,81,55,19,0,4,16,42,15,4,1,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,48,116,13,118,10,39,60,46,22,0,3,18,49,16,9,4,3,1,0.0,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-01,45,126,30,153,12,47,87,106,13,1,7,14,73,32,11,7,4,0,1.0,0.0,0.0,0,3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-02,54,105,22,131,15,39,69,37,22,0,2,12,42,13,0,7,0,2,0.0,4.0,0.0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-03,54,128,36,112,10,25,80,24,20,3,3,11,51,16,6,4,0,0,0.0,0.0,0.0,1,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04,60,121,14,130,15,31,67,47,15,3,6,14,44,15,7,5,0,1,2.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05,45,116,21,113,13,26,60,53,24,1,1,18,49,16,7,2,6,2,3.0,0.0,0.0,0,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-04-06,41,114,21,127,13,19,77,44,18,1,4,25,52,24,12,1,4,0,1.0,6.0,0.0,2,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-07,58,106,22,133,11,29,60,47,19,2,4,18,50,19,2,3,2,1,0.0,0.0,0.0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08,40,94,20,125,10,37,53,51,24,3,4,22,46,26,4,2,3,0,0.0,0.0,0.0,0,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-09,55,122,27,120,14,34,77,29,18,0,4,18,32,14,3,1,1,0,0.0,0.0,0.0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-10,39,162,36,132,10,25,72,28,21,0,6,20,40,17,3,7,3,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-04-11,48,112,24,107,9,28,81,46,10,2,2,31,42,19,5,5,2,1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-12,56,107,33,115,16,34,66,41,24,2,8,17,37,20,6,5,0,1,1.0,3.0,0.0,0,0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
2022-04-13,38,100,17,126,15,46,54,47,16,1,7,8,51,14,6,1,4,0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-14,49,87,25,144,11,25,55,48,24,5,2,14,41,23,6,1,2,2,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-15,56,102,22,139,9,41,78,49,40,2,1,15,45,22,8,2,0,2,0.0,0.0,0.0,0,2,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-04-16,46,113,32,130,13,32,73,46,20,2,5,12,40,18,4,1,0,0,0.0,0.0,0.0,0,1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-04-17,43,119,33,94,12,30,75,23,16,5,2,12,38,15,5,2,1,0,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-18,50,81,27,124,13,43,58,52,21,3,1,14,55,18,11,3,4,1,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-19,47,85,30,120,7,24,66,44,20,5,7,14,40,18,3,4,1,2,0.0,8.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-20,56,106,13,137,13,40,63,50,20,4,3,20,60,18,4,5,0,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-21,50,82,30,148,10,47,73,51,22,5,2,19,48,15,4,1,0,2,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-22,57,105,19,145,16,32,71,53,20,1,4,15,42,18,2,2,0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-23,71,155,37,159,9,24,78,30,32,5,10,13,44,23,7,3,3,1,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-24,62,154,33,141,6,36,66,26,19,0,4,8,28,17,4,3,4,1,0.0,3.0,0.0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-25,63,97,20,122,16,34,61,40,18,6,5,13,34,21,5,6,2,2,1.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,58,124,16,165,8,25,65,40,16,1,2,13,48,15,5,2,0,1,1.0,6.0,0.0,0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,55,103,24,141,11,42,61,51,17,1,2,17,45,14,3,0,1,0,0.0,1.0,0.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-28,56,93,17,128,13,24,66,44,14,0,4,17,46,21,2,5,1,0,1.0,4.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,58,126,21,124,11,40,56,43,19,2,5,20,55,16,9,5,2,2,0.0,0.0,0.0,0,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-30,49,124,26,143,14,42,64,38,19,2,6,13,35,23,2,5,4,1,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,48,140,23,152,14,39,75,73,17,2,18,6,57,17,7,3,2,2,0.0,0.0,1.0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02,55,99,24,119,21,29,57,57,14,4,0,12,52,17,8,5,1,3,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,52,88,19,127,12,20,56,53,21,1,2,14,47,20,2,4,4,1,1.0,0.0,0.0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-04,55,86,30,144,11,34,73,45,27,5,4,20,40,18,8,3,2,1,1.0,3.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-05-05,68,108,25,128,16,47,60,52,26,4,5,13,46,22,3,3,3,1,1.0,0.0,0.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,56,110,8,149,12,37,69,47,19,2,5,14,42,23,6,7,1,1,1.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-07,53,111,28,138,13,29,69,32,22,1,2,8,29,16,6,2,2,1,0.0,0.0,0.0,0,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,49,128,32,130,15,38,79,20,22,1,3,8,39,18,7,4,3,0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-09,50,136,35,159,11,32,76,49,17,3,5,12,34,17,5,2,2,0,0.0,0.0,0.0,0,3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022-05-10,51,123,29,142,18,34,70,47,25,1,2,12,51,16,6,3,2,2,0.0,0.0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,74,151,32,159,9,26,63,48,17,3,8,13,48,20,8,1,1,0,0.0,6.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-12,62,133,26,136,12,27,56,43,19,3,2,20,45,16,9,3,2,0,0.0,0.0,0.0,0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-13,56,159,34,162,18,23,75,48,20,3,3,14,45,23,10,8,3,2,1.0,0.0,0.0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,66,127,33,142,6,40,81,33,25,2,8,8,44,13,5,1,3,0,2.0,0.0,0.0,0,1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-15,77,146,30,143,11,46,90,28,26,1,5,9,42,22,2,4,0,2,0.0,0.0,0.0,0,2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-16,65,140,25,178,12,27,62,47,16,4,3,13,39,21,5,2,3,2,0.0,0.0,0.0,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,55,123,29,170,12,37,66,46,15,2,4,12,45,19,6,2,1,1,0.0,6.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-18,91,90,24,167,10,34,60,39,19,3,6,15,42,33,5,3,4,2,2.0,5.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-19,73,142,29,173,10,25,63,45,20,3,5,13,48,12,8,3,3,1,1.0,2.0,0.0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2022-05-20,82,151,29,150,17,33,74,42,19,2,3,12,60,16,7,6,1,0,0.0,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-21,44,137,20,121,8,39,67,39,33,2,5,10,39,10,3,3,1,0,2.0,0.0,0.0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,58,129,36,136,12,30,67,27,22,1,5,9,39,18,6,0,1,0,0.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-23,69,125,36,144,8,35,70,51,23,2,6,18,45,23,6,4,2,1,0.0,0.0,0.0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24,73,128,27,140,17,29,67,45,25,2,3,20,43,21,8,6,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25,67,114,36,157,9,39,80,35,20,6,4,16,47,18,8,8,2,1,0.0,0.0,0.0,0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2022-05-26,77,115,32,137,16,32,78,34,26,2,2,16,46,19,13,4,0,4,2.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-27,69,104,36,134,15,34,60,43,23,2,11,17,63,22,10,7,1,1,0.0,8.0,0.0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-28,62,101,43,138,16,30,74,35,23,3,6,17,25,24,5,5,3,2,3.0,8.0,0.0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29,77,166,58,129,8,30,96,24,27,1,4,9,33,19,2,3,5,3,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-30,69,182,63,141,7,40,68,23,27,2,4,17,40,18,6,1,4,2,0.0,0.0,0.0,0,2,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,76,137,24,151,13,35,90,36,13,6,3,14,43,34,6,3,2,4,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-06-01,68,116,23,188,14,37,62,105,19,4,7,11,65,21,15,10,2,0,0.0,0.0,0.0,0,3,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-02,68,116,28,174,17,36,75,42,19,3,4,21,39,12,4,3,3,3,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,75,134,24,174,14,33,61,59,30,3,3,15,38,27,6,1,0,2,0.0,0.0,0.0,1,3,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-04,65,136,20,140,5,28,57,39,26,1,5,9,39,24,2,1,1,4,1.0,0.0,0.0,0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-06-05,54,141,29,124,10,31,89,25,25,2,6,9,41,22,5,2,4,3,1.0,0.0,1.0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,69,98,23,151,15,30,77,62,26,1,5,8,53,19,5,3,3,0,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,64,103,34,184,13,28,77,39,19,2,2,14,50,18,5,2,1,0,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-08,75,97,19,177,10,29,53,45,23,0,1,16,50,20,7,2,3,1,2.0,0.0,1.0,0,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-06-09,74,109,21,180,12,26,60,39,29,3,4,18,31,17,7,5,1,0,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,75,124,23,157,10,25,74,58,17,3,6,10,48,18,3,3,5,1,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-06-11,82,146,28,151,16,37,94,37,31,2,4,8,47,15,3,0,4,0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-12,66,167,35,138,5,49,86,18,30,5,3,9,40,23,3,2,3,5,0.0,0.0,0.0,0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-13,57,127,23,171,11,34,68,32,36,6,3,14,28,22,4,3,0,1,0.0,0.0,0.0,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-06-14,60,124,29,163,12,39,58,63,20,6,3,18,36,18,3,2,0,3,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-06-15,66,112,35,184,8,40,96,41,21,0,4,15,48,14,6,5,5,3,2.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-16,59,146,30,154,22,38,79,47,24,2,6,15,55,27,4,6,2,0,1.0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2022-06-17,54,151,36,177,16,48,80,43,22,1,3,12,45,21,3,4,4,2,2.0,0.0,0.0,0,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-18,59,134,35,185,13,47,98,43,32,2,4,5,38,18,5,4,2,1,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-06-19,81,176,52,136,9,33,89,18,27,1,9,4,47,24,5,5,3,2,0.0,0.0,0.0,0,1,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-20,76,150,36,176,12,38,82,44,28,3,6,18,49,21,4,0,6,1,1.0,0.0,0.0,0,1,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,64,105,22,170,12,39,73,53,15,1,3,17,33,29,5,4,0,2,0.0,0.0,0.0,0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-22,76,113,20,179,11,42,84,45,28,2,5,12,42,26,1,6,1,1,0.0,3.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-23,65,116,28,136,12,39,87,40,24,2,3,8,48,18,7,6,3,1,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,78,120,28,195,21,55,85,44,24,3,4,9,48,30,1,1,5,1,0.0,5.0,0.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-25,57,136,31,178,6,36,71,38,19,1,8,7,49,25,6,3,2,1,0.0,1.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26,61,188,25,199,7,46,80,34,21,4,4,7,19,21,4,3,3,1,0.0,0.0,0.0,0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,59,119,28,166,17,34,97,51,29,6,5,20,37,26,3,5,0,2,0.0,0.0,0.0,0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-28,67,116,36,191,15,34,90,36,12,4,6,28,47,36,3,0,1,1,1.0,0.0,0.0,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,72,109,32,181,10,58,67,38,27,6,3,13,49,28,1,3,1,2,0.0,0.0,0.0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,66,117,32,164,10,49,79,65,30,5,4,18,50,34,2,3,5,1,1.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,78,125,44,197,16,65,101,103,28,3,11,25,62,32,8,10,6,2,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-02,61,133,41,165,12,55,105,37,38,2,8,26,30,16,5,2,2,2,0.0,0.0,0.0,0,2,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
2022-07-03,80,157,47,126,14,46,75,19,33,2,5,20,42,33,5,5,4,1,2.0,0.0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,60,153,56,135,15,43,109,15,19,7,6,15,35,19,9,5,1,1,1.0,0.0,0.0,0,2,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,52,121,14,146,12,40,82,51,26,3,3,12,36,17,8,3,4,1,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,59,111,27,173,16,37,70,51,24,0,4,7,55,18,3,0,1,0,0.0,0.0,0.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-07,62,117,28,186,11,42,77,54,19,2,3,7,44,22,6,6,3,2,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-08,65,110,18,162,13,53,80,58,11,3,5,8,57,27,5,5,1,0,1.0,0.0,0.0,0,1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,80,126,22,166,11,51,64,19,23,1,6,9,44,16,3,3,1,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,55,144,19,161,12,56,80,16,36,1,8,13,35,30,8,0,0,1,2.0,0.0,0.0,0,2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,53,102,28,184,15,61,86,37,31,4,1,11,47,29,5,3,4,1,1.0,0.0,0.0,0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-12,60,101,33,175,13,45,80,39,23,2,3,13,43,24,9,1,1,2,0.0,0.0,0.0,0,2,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2022-07-13,65,97,14,186,14,54,67,47,7,0,4,11,42,19,8,2,0,2,0.0,0.0,0.0,0,0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-14,63,98,31,168,16,48,94,42,23,1,6,11,42,27,8,3,1,4,0.0,0.0,1.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2022-07-15,62,82,17,156,7,54,68,57,20,4,4,12,46,23,3,6,1,1,1.0,0.0,0.0,0,2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,52,103,32,195,11,50,84,36,33,3,11,9,27,27,5,1,2,1,1.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-07-17,62,139,28,204,11,70,94,23,26,3,3,8,39,17,5,3,5,1,0.0,4.0,0.0,1,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,65,136,24,194,16,77,84,58,31,1,3,8,49,21,8,5,2,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,55,118,27,191,8,55,76,53,21,1,4,11,45,29,3,1,1,2,0.0,0.0,0.0,0,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,61,120,27,187,9,63,63,43,23,0,4,12,44,12,15,3,2,2,1.0,2.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,56,113,23,162,19,48,87,34,27,2,1,11,36,26,2,3,2,0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,72,115,30,207,12,65,79,37,28,4,3,14,51,23,7,4,4,0,0.0,0.0,0.0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23,67,147,25,146,7,58,94,29,28,1,9,3,46,26,4,2,1,0,1.0,0.0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2022-07-24,73,156,25,147,9,82,86,20,20,4,7,8,35,22,6,6,4,1,1.0,0.0,0.0,0,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-07-25,72,123,32,171,19,59,88,53,24,2,4,10,39,21,4,3,2,2,0.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,77,117,28,163,12,64,77,52,26,2,3,18,49,12,7,0,1,1,0.0,0.0,0.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-27,61,101,26,182,7,61,84,43,21,3,4,15,38,21,5,7,5,1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-07-28,51,101,26,217,10,69,79,59,35,2,5,10,49,16,4,4,1,4,1.0,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,56,99,21,333,14,63,73,48,27,2,8,12,43,26,1,5,0,3,1.0,1.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,69,135,32,337,7,59,90,32,23,1,3,13,26,28,3,4,2,1,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-07-31,60,152,43,211,14,67,93,21,12,0,3,7,34,21,8,4,4,2,1.0,0.0,0.0,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,65,104,24,195,12,61,85,89,23,0,12,9,54,15,13,8,3,1,0.0,0.0,0.0,0,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-08-02,69,128,28,178,14,55,85,49,25,1,6,16,29,25,7,2,1,1,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,67,103,32,162,12,77,99,54,24,2,8,15,44,23,6,3,2,0,0.0,0.0,0.0,1,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-08-04,65,128,23,187,17,61,98,38,21,3,4,11,43,19,9,3,2,0,0.0,2.0,0.0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2022-08-05,70,142,32,195,17,68,84,50,17,2,5,16,43,28,8,5,1,1,0.0,0.0,0.0,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-06,64,148,33,156,7,67,97,42,32,4,9,7,35,24,4,4,6,0,1.0,3.0,0.0,0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,62,158,26,140,10,70,82,25,25,1,6,10,44,26,3,5,3,2,1.0,1.0,0.0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-08-08,65,103,14,159,21,64,76,48,17,2,3,19,40,19,4,2,1,2,1.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,59,121,25,165,14,57,79,49,26,1,1,18,31,24,5,4,1,2,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-08-10,69,107,35,181,17,58,85,54,19,0,4,18,48,20,5,8,1,2,1.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
